time,quantile,hosp_curr,cum_death,death,infections,cum_infections,hosp
2020-04-06,10%,30792.4,1850,292,229423,2836307,4802.2
2020-04-06,15%,33203.4,2016,318,245297.4,2987204,5188.8
2020-04-06,20%,36010.8,2203.4,342,256076,3112757.2,5662
2020-04-06,25%,40220,2548,378,265966,3225548,6305
2020-04-06,30%,47037,3035.6,440,276086.8,3317553,7120.799999999999
2020-04-06,35%,54516.80000000001,3366,515.2000000000003,286785,3421268.8000000003,8263.2
2020-04-06,40%,59610.8,3660.8,566,299238.8,3545293.2,9192.8
2020-04-06,45%,63961.4,3915.4,608,317503,3647810.4000000004,9906.4
2020-04-06,50%,68965,4253,651,342964,3749671,10713
2020-04-06,55%,74768,4720.6,704.6000000000004,370896,3892969.6,11679.6
2020-04-06,60%,84137.00000000001,5486.4000000000005,793.2000000000003,401045.00000000006,4034073.6,12933.2
2020-04-06,65%,97973.4,6193.4000000000015,926.8000000000006,428177.6000000002,4180350,14855.200000000006
2020-04-06,70%,109458.20000000001,6793.600000000005,1040,452049.2,4339575,16730
2020-04-06,75%,118628.00000000006,7290.000000000003,1126,477780.00000000023,4535276,18229.000000000022
2020-04-06,80%,126687,7840.6,1197,503992.20000000007,4747935,19626
2020-04-06,85%,135615.6,8470.000000000004,1283,530280.6000000001,4975452.600000001,21039.800000000007
2020-04-06,90%,148264.6000000002,9496.600000000002,1408,559880.6000000006,5349736.600000006,23107.200000000015
2020-04-06,95%,170227.9999999999,11433.999999999998,1605.5999999999985,609508,5936191,26312.6
2020-04-06,97.5%,194375.4,13881.999999999995,1800.7999999999993,640110,6606335.6,28892.6
2020-04-06,99%,227054.19999999987,17871.96,2101.399999999998,683838,7481757.479999995,32262.59999999999
2020-04-07,1%,27057.96,1730.6799999999998,255.52,171711.32,2472502,4065.6000000000004
2020-04-07,2.5%,29593,1856.6,277.8,191253,2655959.2,4451.5999999999995
2020-04-07,5%,31791,1998.6000000000001,300,205150.2,2816033.8,4841.8
2020-04-07,10%,34988.6,2183.2,331,223748.6,3076270.6,5365.4000000000005
2020-04-07,15%,37864.6,2378.8,358,239386,3242253,5833
2020-04-07,20%,40928.2,2583,386,250023,3383820,6356.200000000001
2020-04-07,25%,45514,2972,428,259964,3505536,7116
2020-04-07,30%,52580.399999999994,3574,493,269773,3615797,8026.5999999999985
2020-04-07,35%,61595.40000000001,3967,575.4000000000005,281081,3731666.8000000003,9174
2020-04-07,40%,67513.2,4291.8,637,293918.4,3868036,10243.400000000001
2020-04-07,45%,72474.2,4618.4,685,314170,3976439,11088.4
2020-04-07,50%,78074,4988,735,343954,4124447,12025
2020-04-07,55%,84452.4,5500.200000000001,798,387530.2000000002,4289602.4,13204.000000000013
2020-04-07,60%,94616.40000000002,6377.000000000004,887.2000000000003,425676.20000000007,4442709.2,14587.600000000002
2020-04-07,65%,109799.20000000001,7278.8,1032.8000000000006,456381.4,4610067,16608.000000000004
2020-04-07,70%,123940.40000000002,7983.200000000002,1170,482357,4820658,18639.800000000003
2020-04-07,75%,134332.00000000006,8593.000000000002,1270.000000000001,510194,5015108,20379
2020-04-07,80%,143497.8,9202.6,1356,539129,5249972.2,21976.2
2020-04-07,85%,153718,9916.2,1447.2000000000007,567073,5506305,23664.800000000007
2020-04-07,90%,167497.80000000008,11028.800000000001,1581.800000000001,597048.8000000002,5947689.000000002,26062.20000000002
2020-04-07,95%,191290.19999999995,13120.999999999995,1793.3999999999996,648716.2,6594967.8,29543.599999999995
2020-04-07,97.5%,214174.99999999983,15857.199999999988,2005.1999999999998,680227,7219534.199999995,32442.399999999998
2020-04-07,99%,247583.7999999997,20247,2287.9199999999983,731382,8129268.199999971,36153.59999999999
2020-04-08,1%,30196.28,2035,282.52,166549.84000000003,2639959.96,4369
2020-04-08,2.5%,33287,2183.8,315,186272.4,2841310,4851
2020-04-08,5%,35780.6,2339,339,199551,3019637,5300.8
2020-04-08,10%,39560.4,2561.2000000000003,372,217989.2,3309993,5869.200000000001
2020-04-08,15%,42701.4,2782.8,402.80000000000007,232930.2,3485265,6407.8
2020-04-08,20%,46382.8,3029.2000000000003,437,242751,3647789.6,7052
2020-04-08,25%,51551,3441,482,252816,3779797,7941
2020-04-08,30%,58518.2,4126.6,554.5999999999999,262993.8,3910431,8862.199999999999
2020-04-08,35%,68676.80000000002,4633,651,273369,4040131,10063.400000000001
2020-04-08,40%,75974.8,5018.6,717.8000000000002,286812.8,4192118,11198.400000000001
2020-04-08,45%,81779.8,5399.6,770,307905.8,4342271.8,12135
2020-04-08,50%,88119,5848,833,348610,4509926,13256
2020-04-08,55%,95600.40000000001,6372,901,410357.80000000005,4695617,14617.800000000005
2020-04-08,60%,106252.6,7384.000000000002,1002,454029,4876392,16233.800000000005
2020-04-08,65%,122773.60000000005,8461.000000000004,1152.8000000000006,486274.6000000002,5088625.2,18259.400000000012
2020-04-08,70%,138697,9313,1307,514728.60000000003,5299619.800000001,20457.400000000005
2020-04-08,75%,151077,10034.000000000007,1428.000000000001,543848,5538060,22344.000000000004
2020-04-08,80%,161571.6,10714,1527,576297.6000000001,5804254.400000001,24120.800000000003
2020-04-08,85%,173299.00000000003,11562.000000000004,1627,605007,6095481.2,26128.000000000004
2020-04-08,90%,189092,12755.800000000007,1788.800000000001,638050.4000000001,6525983.4,28868.20000000002
2020-04-08,95%,214905.59999999998,15129.8,2018.3999999999996,690341,7249970.999999997,33065.39999999999
2020-04-08,97.5%,240449.59999999998,17867.799999999996,2235.2,723889,7848744,36283.6
2020-04-08,99%,270587.6399999998,22351.35999999993,2533.2399999999943,777794.2799999998,8807804,40407.63999999995
2020-04-09,1%,33706.96,2360.52,317,161524.48,2806215.04,4761.08
2020-04-09,2.5%,37083.2,2550.8,350.8,181984,3027660.6,5279.8
2020-04-09,5%,40001.6,2740.6,377,194562,3215537,5767.6
2020-04-09,10%,44276,3000.2,419,212493,3532105,6433.200000000001
2020-04-09,15%,47846.600000000006,3249.8,454,226925.6,3728381,7060.799999999999
2020-04-09,20%,52144,3523,492,236843.6,3905180.4000000004,7822.200000000001
2020-04-09,25%,57879,3982,547,246683,4045948,8801
2020-04-09,30%,65757.4,4764.199999999999,623,256644.59999999998,4189435,9833.6
2020-04-09,35%,76448,5382,725,266799.6,4346484.6,11070
2020-04-09,40%,85073.80000000002,5836.6,802,279261,4502280,12262
2020-04-09,45%,91282,6294.200000000001,865,301318,4695605,13277.800000000001
2020-04-09,50%,98747,6801,932,345058,4904243,14623
2020-04-09,55%,107982.40000000002,7397.4000000000015,1021.6000000000004,437174.20000000007,5109607.600000001,16179.6
2020-04-09,60%,119585.20000000003,8480.200000000003,1125,483703,5344819,18092
2020-04-09,65%,137255.2,9806.6,1291.8000000000006,518065,5569327.4,20192.400000000005
2020-04-09,70%,154723.2,10795.400000000001,1470,549135.2000000002,5823266.199999999,22502.4
2020-04-09,75%,168592.0000000001,11663,1598,579425,6092547,24483
2020-04-09,80%,181145.40000000002,12458.6,1715.6000000000004,614801.2,6411454,26474.200000000004
2020-04-09,85%,194127.20000000007,13421.80000000001,1837.2000000000007,643987.0000000001,6714697.600000001,28807.20000000001
2020-04-09,90%,213449.00000000006,14742.20000000002,2011.800000000001,681270.8,7191474.8,31934.20000000001
2020-04-09,95%,241380.19999999995,17387.799999999996,2274.3999999999996,733222.5999999996,7956126,36972.59999999999
2020-04-09,97.5%,267316.99999999994,20332.2,2496,771403,8547434,40831.2
2020-04-09,99%,300120.19999999995,25124.559999999925,2816.9199999999983,826370.6399999985,9639533,45215.03999999998
2020-04-10,1%,37218.880000000005,2716.6800000000003,355.52,157986.32,2964240.2800000003,5125.88
2020-04-10,2.5%,41085.4,2957.6000000000004,392,177624.4,3200175,5706.6
2020-04-10,5%,44500.2,3182.6000000000004,426,190412.8,3408504.2,6277.6
2020-04-10,10%,49291.2,3487.2,473,207556,3741358.4,7022.2
2020-04-10,15%,53345.8,3769,513,221919.19999999998,3963728.2,7741.799999999999
2020-04-10,20%,58371.4,4087,558,231158,4148541,8694.2
2020-04-10,25%,65134,4599,622,240906,4299342,9791
2020-04-10,30%,73460.2,5443.4,701.5999999999999,250885,4462064,10904.6
2020-04-10,35%,84719.00000000001,6207.200000000001,816.2000000000003,260922.20000000007,4645003,12178.800000000003
2020-04-10,40%,94388.40000000001,6759.800000000001,903,273245.60000000015,4802707,13373.400000000001
2020-04-10,45%,101671.6,7293.200000000001,978,294349.4,5059614.2,14585.400000000001
2020-04-10,50%,110538,7878,1057,351577,5317888,16123
2020-04-10,55%,120665,8540,1156,464890.80000000005,5542562.200000001,17962.200000000004
2020-04-10,60%,133572.2,9736.200000000003,1276,516478,5830014,20103
2020-04-10,65%,152931.6,11289.000000000005,1460,550987,6074341,22214.800000000014
2020-04-10,70%,171617.60000000003,12450.200000000004,1653.4000000000005,586358,6367176,24700.000000000007
2020-04-10,75%,187601,13549.000000000004,1805.000000000001,618477.0000000001,6711355,26800.000000000007
2020-04-10,80%,202184,14409.6,1942.6000000000004,655040.4000000001,7036958.6000000015,29104.199999999997
2020-04-10,85%,216716.40000000002,15552.2,2077,686596,7369504,31765.40000000004
2020-04-10,90%,238499.60000000003,16980.600000000002,2281.800000000001,726384,7902048,35635.20000000004
2020-04-10,95%,270702.19999999995,19830.799999999996,2592.3999999999996,778987,8689506.999999998,41353.399999999994
2020-04-10,97.5%,298907.6,22962.59999999999,2848,821808.7999999999,9375163,45615.2
2020-04-10,99%,334223.55999999994,28032,3152.4799999999996,881027,10382199,50559.67999999997
2020-04-11,1%,40681.759999999995,3120.08,399,154485,3114720.8,5188.88
2020-04-11,2.5%,44914,3413.4,436,173501,3373404,5831.6
2020-04-11,5%,48850.2,3678.8,476,185581.4,3600430.4000000004,6415.6
2020-04-11,10%,54152.600000000006,4025,530,202876.4,3940309,7166.5999999999995
2020-04-11,15%,58822.8,4363.8,574,216831,4189535,7975
2020-04-11,20%,64708.8,4721.200000000001,625.4000000000001,226154,4382371,9228
2020-04-11,25%,72432,5285,701,234965,4548338,10485
2020-04-11,30%,81297.2,6223,788.5999999999999,245023,4723839.4,11558.199999999999
2020-04-11,35%,92831.80000000002,7140.000000000002,909.2000000000003,254861.80000000002,4924153.400000001,12731.600000000002
2020-04-11,40%,103507.8,7820,1010,266430,5120979,13796.8
2020-04-11,45%,112014,8432,1096,288457,5415716,15025.800000000001
2020-04-11,50%,122298,9087,1190,355954,5709676,16850
2020-04-11,55%,133899.40000000002,9883.000000000002,1304.2000000000007,494802.60000000003,6009104.000000001,19120.6
2020-04-11,60%,148847.40000000002,11162.8,1442,550467,6323218.000000001,21495
2020-04-11,65%,168698.8000000001,12959.800000000008,1637.8000000000006,587003.8,6628762.000000004,23474.4
2020-04-11,70%,188663.6,14378.400000000001,1831.4000000000005,622690.6000000001,6961771.800000003,25738.4
2020-04-11,75%,205942.00000000023,15583.000000000002,2015,658425,7338999,27681.000000000007
2020-04-11,80%,222280.2,16637,2178,696753.6000000001,7709979,30088.600000000006
2020-04-11,85%,239965.40000000005,17871.4,2334.4000000000015,732049.6000000002,8095982,33426.20000000001
2020-04-11,90%,264226.80000000005,19516.000000000007,2570.800000000001,772703,8647558,38100.8
2020-04-11,95%,303056.8,22734.399999999994,2917.3999999999996,830026.7999999999,9530625,44709.59999999999
2020-04-11,97.5%,333047.3999999999,25980.199999999997,3199.7999999999993,872275.5999999994,10163330,49309.59999999999
2020-04-11,99%,370197.0399999999,31330.19999999997,3571.399999999998,936188,11328732.15999998,54541.31999999998
2020-04-12,1%,43802.8,3577.12,436.52,151614,3265927,5052.8
2020-04-12,2.5%,48301.2,3915,478,169961,3543365,5635.6
2020-04-12,5%,52703,4219,522,181977,3787704,6272.6
2020-04-12,10%,58510.2,4643.6,583.2,199055,4138482.6,7061.200000000001
2020-04-12,15%,64184.8,5014,637,213090.6,4404778,7982
2020-04-12,20%,71068.2,5424.4,700,222087,4613458.2,9546.000000000002
2020-04-12,25%,79945,6071,783,230430,4795694,10889
2020-04-12,30%,89272.2,7113.6,876,240420,4976885,11969.599999999999
2020-04-12,35%,101147.40000000002,8170,994,250322,5196277,12860
2020-04-12,40%,111904.40000000001,8964.000000000002,1110,262424,5428055,13794.600000000002
2020-04-12,45%,121401.80000000002,9631,1198.4,282992.80000000005,5774891,15032.4
2020-04-12,50%,133596,10428,1315,349776,6117597,17033
2020-04-12,55%,147471.4,11296,1451,527435,6509206.2,19871
2020-04-12,60%,164385.80000000002,12743.200000000003,1606.2000000000003,586873,6853384.400000001,22232.800000000003
2020-04-12,65%,183777.40000000008,14750.200000000003,1800,625569.8,7232185,24145.600000000002
2020-04-12,70%,205249.60000000003,16515,2024.2000000000016,664200.8,7611013.6000000015,25930.000000000004
2020-04-12,75%,223664,17856.000000000007,2214.000000000001,701825.0000000005,8021797,27911.00000000001
2020-04-12,80%,241386.2,19055.6,2384.6000000000004,743238.8,8436905.8,30173.800000000007
2020-04-12,85%,262091.20000000007,20449.4,2584.2000000000007,780837,8872264,34517.2
2020-04-12,90%,290997.4000000001,22383.000000000015,2860,824269,9456787.000000004,40272.80000000006
2020-04-12,95%,334292.3999999999,25831.999999999996,3265,883492.5999999994,10416234.399999999,47704.19999999996
2020-04-12,97.5%,369019.2,29439.79999999999,3585.3999999999996,929608,11057904,52594.79999999996
2020-04-12,99%,411713.27999999875,34883.2,3969.4399999999987,994532.7599999998,12286798,57960.839999999975
2020-04-13,1%,46299.08,4063.5199999999995,469,150198,3411943,4948.04
2020-04-13,2.5%,51370.4,4459.4,518,167726,3712553,5550.799999999999
2020-04-13,5%,56133.6,4809,573.6,180100,3968660.1999999997,6158.6
2020-04-13,10%,62574.4,5297,636,197202,4338997.4,6950.2
2020-04-13,15%,69144,5736.8,694.8000000000001,211051.2,4621484,7969
2020-04-13,20%,77442.2,6217.4,774,219814,4840609.800000001,9907.4
2020-04-13,25%,87793,6942,868,228103,5036050,11209
2020-04-13,30%,97663.59999999999,8043.999999999999,973,237480.59999999998,5229451,12319.4
2020-04-13,35%,109156.20000000001,9298.6,1097.2000000000003,247558.80000000002,5455857.4,13122.199999999999
2020-04-13,40%,120117.80000000002,10214,1216,259751.59999999998,5730471.200000002,14032
2020-04-13,45%,130364.60000000002,10987.8,1325.4,279274,6125927,15209.800000000001
2020-04-13,50%,143987,11887,1449,345556,6540151,17448
2020-04-13,55%,160692.00000000006,12926.000000000002,1610,564822,6995869.4,20666
2020-04-13,60%,180409.4,14453.200000000004,1792,627736,7441078.4,22882.600000000006
2020-04-13,65%,199983.60000000003,16716.600000000002,2000.8000000000006,670665.6000000002,7890601,24885.8
2020-04-13,70%,221549.2,18811.800000000003,2227,711503,8297668.600000003,26411
2020-04-13,75%,239888.0000000001,20329,2433,751941,8778859,28307.000000000007
2020-04-13,80%,259536.80000000002,21773.2,2632,795515,9229818,30652
2020-04-13,85%,284573.60000000003,23371.000000000015,2858.2000000000007,835776.8,9711904.200000001,35884.40000000001
2020-04-13,90%,318395.6000000001,25507.4,3171.0000000000055,882607,10324612,42937
2020-04-13,95%,369738.79999999993,29309.999999999978,3669.3999999999996,946524.5999999999,11346417.599999998,51087.59999999999
2020-04-13,97.5%,407773.79999999976,33095.8,4022.5999999999995,992537,12025348,56239.799999999996
2020-04-13,99%,452794.55999999994,38635.919999999984,4435.359999999997,1059768.5999999987,13288349,61877.55999999999
2020-04-14,1%,48328.600000000006,4610.2,513,149123,3556797,4849.280000000001
2020-04-14,2.5%,53997.2,5041.6,568,166380,3880708,5416.6
2020-04-14,5%,59095.600000000006,5436,623.6,179092.40000000002,4152165.8,5991
2020-04-14,10%,66178.2,6007.4,698,195731.4,4536397.4,6782.5999999999995
2020-04-14,15%,73550,6532,772,209347.2,4834474,7912.800000000001
2020-04-14,20%,84128.6,7086,865,218344.40000000002,5060298.4,10228.4
2020-04-14,25%,95798,7894,971,226672,5270883,11585
2020-04-14,30%,105758.4,9054,1085.6,235999.59999999998,5475844.199999999,12493.4
2020-04-14,35%,117052.80000000002,10527.400000000001,1213,245638,5721660,13349.000000000002
2020-04-14,40%,127343.6,11599.6,1335,257848.8,6024428.8,14230.2
2020-04-14,45%,138461.40000000002,12464.8,1463,277120,6483256.8,15528.800000000003
2020-04-14,50%,154522,13532,1608,341545,6983447,17788
2020-04-14,55%,174685.80000000002,14764.200000000003,1789.6000000000004,605249,7536799,21180.800000000003
2020-04-14,60%,196060.6,16424.600000000002,2000,673274.6000000002,8072209.2,23496.2
2020-04-14,65%,214678.00000000006,18870,2209,717258,8591889.600000003,25227.800000000003
2020-04-14,70%,236643,21289,2447,763631,9061121,26956.000000000015
2020-04-14,75%,254992.0000000001,23120,2668.000000000001,807700,9565808.000000002,28701.000000000015
2020-04-14,80%,276993,24712.800000000003,2894.2000000000007,851901.8,10055821.800000004,31495.4
2020-04-14,85%,307051.20000000007,26546.4,3168.2000000000007,894996.2000000002,10597906,37481.2000000001
2020-04-14,90%,347708.4000000005,29063.600000000002,3535.2000000000044,944199,11263934,45838.60000000001
2020-04-14,95%,409156.5999999999,33280.8,4108.199999999999,1012522,12357502.999999998,54549.79999999999
2020-04-14,97.5%,450868.8,37110.200000000004,4488.4,1059011.2,13063224,60026.59999999999
2020-04-14,99%,497512.2399999995,43222.919999999955,4997.439999999999,1130788.5599999994,14431414.879999993,65849
2020-04-15,1%,49949.600000000006,5156.5599999999995,519,154313.56,3708513.76,4719.5599999999995
2020-04-15,2.5%,55952.6,5660.2,584,172884.80000000002,4056456,5281.8
2020-04-15,5%,61555.600000000006,6103.6,636,184455.59999999998,4340599.8,5824
2020-04-15,10%,68951.40000000001,6742.4,717,202339.6,4739526,6605.8
2020-04-15,15%,77375,7360,796.8000000000001,215522.80000000002,5055011,7782.600000000002
2020-04-15,20%,90579.2,8030.8,916.4000000000001,225185,5288189.4,10355.600000000002
2020-04-15,25%,102948,8959,1041,233729,5507758,11772
2020-04-15,30%,113375,10135.8,1148,243342.2,5725121.2,12607
2020-04-15,35%,124146.6,11801.6,1264.2000000000003,252456,5992615,13561.2
2020-04-15,40%,133716,13039.2,1367.8000000000002,264911.80000000005,6330025,14583.6
2020-04-15,45%,145642.8,14021,1500,284615.60000000003,6806951,15835.800000000001
2020-04-15,50%,164854,15248,1675,348379,7447369,18164
2020-04-15,55%,188587.60000000006,16728,1895.6000000000004,657123,8167740.800000001,21549.40000000001
2020-04-15,60%,211274.40000000002,18557.2,2130.2000000000003,731545,8759926.200000001,23924.6
2020-04-15,65%,230192.4000000001,21135.200000000004,2333.6000000000013,777252,9358724.400000004,25507.000000000015
2020-04-15,70%,250628.60000000003,23818.40000000001,2562.800000000001,828465.2000000001,9873187.2,27301.600000000028
2020-04-15,75%,269494,25906.000000000007,2760,877594.0000000001,10446834.000000002,29388.000000000007
2020-04-15,80%,291567,27765.2,2998,923643.8,10985026.400000002,32540.600000000006
2020-04-15,85%,328799.0000000001,29920.800000000017,3310.600000000002,969782.4000000001,11567291,39839.8
2020-04-15,90%,376032.8000000004,32861.20000000001,3788.4000000000033,1022552.600000001,12266557,48885.20000000001
2020-04-15,95%,445730.39999999997,37386.99999999998,4433.4,1095686.4,13454101.2,58094.59999999999
2020-04-15,97.5%,492239.59999999986,41937.59999999999,4901.2,1143468.4,14195218,64126.19999999999
2020-04-15,99%,541926.32,47908.91999999991,5407.8399999999965,1226500.5199999996,15623084,70143.15999999999
2020-04-16,1%,51393.16,5688.04,504.03999999999996,163729.36,3869709.88,4624.12
2020-04-16,2.5%,57444.4,6246.4000000000005,562,183685.8,4241074,5163.8
2020-04-16,5%,63300,6752.6,620.6,195926,4544598.6,5695.6
2020-04-16,10%,71215.6,7501.200000000001,700.2,214849.2,4949094,6465.6
2020-04-16,15%,80774.40000000001,8197.6,799.8000000000001,228233,5288590,7548
2020-04-16,20%,96970.8,9026.6,942.4000000000001,238881.60000000003,5534055.800000001,10414.2
2020-04-16,25%,110285,10082,1077,247552,5760067,11795
2020-04-16,30%,121207.6,11318.199999999999,1184,258369,5983187,12756.2
2020-04-16,35%,130234,13036.2,1280,267867,6263961,13728
2020-04-16,40%,140242.4,14463.6,1379,281563.4,6619383.200000001,14994.600000000002
2020-04-16,45%,152145.6,15630,1494.4,301589,7155478,16347.800000000001
2020-04-16,50%,173016,17012,1710,363622,7900333,18701
2020-04-16,55%,202157.20000000004,18695.600000000002,1981,719688,8837536,21726.2
2020-04-16,60%,224601.80000000005,20766.800000000007,2210.2000000000003,801994,9552639.600000001,23991.4
2020-04-16,65%,244621.80000000016,23592,2403.8000000000006,853316.3999999999,10182418,25857.4
2020-04-16,70%,262777,26405.4,2593,905417,10783880.600000003,27712.800000000007
2020-04-16,75%,282856,28732,2764.000000000002,961023,11422937,30508.00000000002
2020-04-16,80%,305312.4,30953.200000000004,3009.6000000000004,1011738,12007527.2,34085.600000000006
2020-04-16,85%,350068.8000000001,33399,3422.4000000000015,1062591.8,12613968.600000001,42416.600000000006
2020-04-16,90%,408409.00000000006,36901.4,3996.800000000001,1119088,13385645,52105.60000000005
2020-04-16,95%,484430.79999999993,41963.4,4728.4,1195130,14624167.399999997,62177
2020-04-16,97.5%,536507.7999999999,46871.2,5217.4,1244919,15396688,68334.79999999999
2020-04-16,99%,589745.6799999995,52747.99999999993,5729.879999999997,1334812.6799999997,16817467,74874.35999999996
2020-04-17,1%,52205.4,6196.200000000001,487.64,174327,4046809.5999999996,4487.04
2020-04-17,2.5%,58337.8,6840.2,552.6,197119.8,4440273.2,5020.8
2020-04-17,5%,64452.4,7408.4,610,210523,4758545.600000001,5582.6
2020-04-17,10%,72683,8249.2,694.2,229950.80000000002,5175475,6306.200000000001
2020-04-17,15%,83293.6,9059,799,243773.6,5535900.399999999,7396.4
2020-04-17,20%,103117.4,10005.000000000002,993,255637.60000000003,5790614.4,10322.400000000001
2020-04-17,25%,116237,11230,1116,264424,6023709,11742
2020-04-17,30%,127580.2,12538.199999999999,1225.6,275823.8,6259784.6,12888.599999999999
2020-04-17,35%,136001.40000000002,14342.000000000004,1310,286514.4,6554184.2,13980.400000000001
2020-04-17,40%,145922.40000000002,15871.400000000001,1391,301232.80000000005,6935286,15461.400000000001
2020-04-17,45%,158273.2,17269.4,1513.4,322246,7522741,17121
2020-04-17,50%,181567,18873,1735,380177,8474477,19226
2020-04-17,55%,214529.20000000007,20752.40000000001,2047.6000000000004,790756,9559207.8,21903.2
2020-04-17,60%,237269.59999999998,23081.800000000003,2280.4000000000005,878694.6000000001,10418148,23930.600000000006
2020-04-17,65%,257796.40000000005,26072.400000000005,2478,938834,11106900.200000003,26062.40000000001
2020-04-17,70%,274662.20000000007,29014.000000000007,2628.800000000001,994244.6000000001,11789696,28544.200000000004
2020-04-17,75%,294060,31576.000000000007,2820.000000000002,1051226.0000000005,12458546.000000006,31879.000000000022
2020-04-17,80%,318683.60000000003,34084.40000000001,3053.2000000000007,1109288,13125962,36120.20000000001
2020-04-17,85%,370804.60000000015,36926.20000000001,3581,1164146.6000000003,13771668.600000005,45147.80000000005
2020-04-17,90%,441909.40000000014,41009.00000000001,4269.400000000003,1222750,14587323,55422.40000000008
2020-04-17,95%,524781.4,46817.99999999999,5067.799999999999,1310178,15923408.399999984,66195.19999999998
2020-04-17,97.5%,580092.5999999999,52371,5615.4,1364058,16758221.600000001,72832.99999999996
2020-04-17,99%,636828.5599999997,58058.63999999984,6112,1456725.9599999995,18127645,79471.67999999998
2020-04-18,1%,52506.08,6704.04,477.03999999999996,187202.88,4240193.12,4422.52
2020-04-18,2.5%,58788.2,7414,539.8,211892.80000000002,4655773.6,4944.2
2020-04-18,5%,64921.200000000004,8020.8,598.6,225882,4976814.2,5438.200000000001
2020-04-18,10%,73373.8,8983.4,676,247018.2,5423181,6168.4
2020-04-18,15%,85112,9926.6,789.8000000000001,261912.4,5802770,7204
2020-04-18,20%,108659.20000000001,11011,1016,274719.4,6059557,10233
2020-04-18,25%,121974,12367,1147,285710,6307169,11657
2020-04-18,30%,133047.4,13819.399999999998,1248.6,296720,6566877.199999999,12860.199999999999
2020-04-18,35%,141852.4,15693.000000000002,1329.2000000000003,308217,6860047,14310.2
2020-04-18,40%,150817.2,17286.600000000002,1421,323048.4,7269657.200000001,15941.6
2020-04-18,45%,163877.8,18879.4,1544,344679.19999999995,7889240,17887.6
2020-04-18,50%,188109,20798,1764,405213,8948784,19807
2020-04-18,55%,224205.20000000007,23061.800000000003,2121.2000000000007,869872.4000000001,10391827.200000007,21879
2020-04-18,60%,248142.00000000003,25456.4,2336.2000000000003,965693.4000000001,11361048.8,23880.000000000007
2020-04-18,65%,268250.8,28462.200000000004,2510,1027923.2000000001,12145311,26200
2020-04-18,70%,285567,31736.80000000003,2690,1091826,12862286.800000008,29407.4
2020-04-18,75%,303783,34451.00000000001,2860.000000000001,1153067.0000000005,13583498,33419
2020-04-18,80%,332373.2000000002,37327.00000000001,3133,1213076.2,14348282.000000002,38357.20000000001
2020-04-18,85%,392212.00000000035,40636.00000000001,3711.4000000000015,1274140,15030327,48101.40000000004
2020-04-18,90%,476439,45343.80000000001,4553.800000000001,1334612,15912857,59014.80000000003
2020-04-18,95%,565967.6,52149.59999999999,5414.4,1429796,17294914.599999998,70616.19999999998
2020-04-18,97.5%,623572.5999999996,57797.399999999994,5970.5999999999985,1485492.1999999997,18233928,77686.79999999999
2020-04-18,99%,685687.0399999999,64319.35999999992,6523.799999999996,1581306,19653086.439999986,84513.31999999992
2020-04-19,1%,52584.2,7167.28,467.03999999999996,202387.44,4450711.48,4286.08
2020-04-19,2.5%,58804.600000000006,7955,524.8,228728.2,4877456,4856.6
2020-04-19,5%,64839.200000000004,8664,582,245056.6,5215593,5337.6
2020-04-19,10%,73468.6,9702.6,660,267483,5700052,6062.5999999999995
2020-04-19,15%,85630,10809,769.8000000000001,284218,6091002,7088
2020-04-19,20%,111926,12115.400000000001,1033.8000000000002,297892.2,6367566.6,10108.4
2020-04-19,25%,127071,13635,1169,310770,6629898,11538
2020-04-19,30%,136676,15150.8,1256,322136.39999999997,6894574,12863.8
2020-04-19,35%,147025.60000000003,17079.000000000004,1346,334929.60000000003,7191215.000000004,14660
2020-04-19,40%,156417.6,18646.800000000003,1451.8000000000002,351847,7625492,16704.800000000003
2020-04-19,45%,170443.6,20445.600000000002,1573.4,374823,8278195,18635
2020-04-19,50%,194888,22710,1813,433551,9593223,20280
2020-04-19,55%,233522.8,25287.400000000005,2144.6000000000004,954447.2000000002,11305451.600000005,22086.6
2020-04-19,60%,258015,28008.000000000007,2380,1059369.4000000001,12441213,23937.000000000004
2020-04-19,65%,275862.4,31077.6,2541.8000000000006,1130001,13280307,26362.00000000001
2020-04-19,70%,295722.4,34433.600000000006,2729.800000000001,1198699,14048430.000000004,30586.000000000004
2020-04-19,75%,314945.0000000001,37314.00000000002,2926,1261592.0000000012,14853767.000000002,35598.00000000005
2020-04-19,80%,346686.20000000007,40550.200000000004,3228.6000000000004,1328417,15676801,40880.600000000006
2020-04-19,85%,417581.00000000023,44631.399999999994,3969,1394590,16444390,51106.40000000001
2020-04-19,90%,511933.4,49759.000000000015,4870.200000000004,1457255.4000000004,17385486,62994.80000000003
2020-04-19,95%,608528.2,57803.799999999996,5765.4,1558517,18881384,75321.19999999994
2020-04-19,97.5%,670906.7999999999,63622.999999999985,6348.599999999998,1622417,19808081.8,82649.4
2020-04-19,99%,734752.1599999999,71548.47999999994,6955.759999999995,1708950,21287339.559999928,89640.11999999991
2020-04-20,1%,51916.08,7617.84,450.52,222398.24,4670635.16,4262.6
2020-04-20,2.5%,58461.4,8476.800000000001,515.8,249055,5133368.8,4794.8
2020-04-20,5%,64292.40000000001,9243.6,568,268004.4,5489577.8,5295.6
2020-04-20,10%,72824.40000000001,10411.6,645,292793,5994400,5995.4
2020-04-20,15%,85374.8,11711,750.8000000000001,311379.6,6403507,6971
