target,forecast_date,target_end_date,type,quantile,value,location
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,63.16042344185544,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,192.03508096857442,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,11.497293225338188,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,419.24361577660153,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,200.8079051510296,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,585.9148489256089,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,203.1986424271392,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,247.42076451773173,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,245.09267841635534,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,212.05761748090322,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,81.23151700490713,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,633.4859510885441,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,541.5861640108419,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,156.17807885687193,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,110.43377522289892,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,313.7107664476015,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,118.89353241946651,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,352.3803599729988,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,927.9935492477114,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,251.12997330308062,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,134.5257803068782,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,350.28992275611506,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,22.450868033373432,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,102.2198219374621,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,108.04824714544951,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,86.45490760496435,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,454.7193879221545,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,160.99865417124434,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,877.5131785013014,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,210.57571443973518,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,24.7145401033907,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,222.17498504462432,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,115.62646252602104,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,837.959169523324,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,70.31942991550326,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,179.98701581252124,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,49.49794204700769,46
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,296.2165819280872,47
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,903.9850867073174,48
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,120.5838656714915,49
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,19.163994455476132,50
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,216.68536444643632,51
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,150.47647764751383,53
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,87.06502416136132,54
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,271.12752065158037,55
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.65,62.93260138846529,56
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,5.813445540035472,66
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,5.672680196219419,69
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,64.65939031099437,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,204.4063433948026,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,11.7566710248081,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,437.8658099391026,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,206.5984808313123,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,624.7289979722923,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,209.18020462289073,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,255.83057957733575,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,260.1634004626581,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,216.1704490873186,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,85.01068717836117,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,643.8617925491478,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,563.8928172352514,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,156.2478653356579,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,114.003324238859,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,324.3560059131656,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,118.91762433916446,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,365.82777128942587,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,928.2959716070127,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,262.928299908191,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,140.60766877613685,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,354.1141887411729,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,23.57024238362132,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,107.77998821112807,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,116.09634291604925,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,91.08630343625671,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,455.889974440136,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,168.57357331647185,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,896.7660389224167,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,218.33916076433212,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,26.17113394922656,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,235.58705620414503,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,124.15435645076366,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,882.7230197160247,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,73.85578210396288,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,195.98688231669703,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,53.90217347505952,46
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,313.9293536963213,47
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,955.670332635321,48
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,131.25465697250272,49
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,19.223357788737676,50
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,223.07778275854682,51
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,161.66132364223168,53
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,91.89845823446495,54
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,275.631672162194,55
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.7,69.81949930991331,56
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,5.928571462631226,66
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,5.7897994365844205,69
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,67.3247376094272,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,204.6850081080446,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,13.424573113573246,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,464.10558413792035,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,215.29419722970627,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,656.9678169500864,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,220.13479398161863,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,261.0164088583314,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,267.67192615370175,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,230.32681050435107,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,90.30846803661238,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,666.3929994002275,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,578.054491761183,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,161.27321884559436,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,118.22010194349319,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,330.9451090439049,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,120.51796859106862,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,369.4751362171925,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,965.3615176828116,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,271.6143254619516,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,143.7893235063309,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,354.5447174787747,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,27.380939024645805,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,113.84760145614604,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,126.43565175555044,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,95.04731717840342,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,466.23359572736774,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,176.7406413439076,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,942.7026324543064,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,235.8439834098394,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,28.396443693436545,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,243.8912354112232,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,135.22521486620855,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,913.8164502399594,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,76.44242449838114,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,210.7245736411814,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,59.238429638789384,46
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,317.2080065380701,47
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,1051.7389348620839,48
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,140.70141104426366,49
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,19.93633044776445,50
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,230.49570785640393,51
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,167.55880528001245,53
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,95.73220699855176,54
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,287.7077830442063,55
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.75,74.44495344318054,56
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,8.428571701049805,66
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,5.838641497535044,69
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,85.59047419230143,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,209.95691299119954,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,17.069197545185574,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,468.9621349304572,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,241.7662180974447,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,682.6603557797314,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,228.34791258352013,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,283.1555832306594,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,300.1167140503385,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,242.47085442177072,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,102.3376919127218,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,667.599801409292,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,582.9216590681851,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,168.17044653828418,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,121.69805100403765,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,331.0302868019516,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,120.78494697178009,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,385.4148842927227,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,998.3881935341359,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,283.92905882202405,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,145.31686335986606,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,356.52914779267417,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,28.628601663729622,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,127.73185197008998,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,135.86441577547848,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,102.35383508105224,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,472.35842533899375,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,178.85242683517592,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,943.9884608977683,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,245.08567561340868,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,31.10652043571569,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,268.18956998346465,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,142.51562700697286,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,961.9269313344545,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,81.88384351426302,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,225.5628453961807,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,60.67719552524464,46
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,332.58793476603347,47
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,1052.0597209778482,48
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,157.15053250842215,49
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,23.153472029572146,50
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,235.33839418922992,51
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,182.47983095691177,53
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,100.68208224090748,54
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,298.1674236660332,55
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.8,77.80991597410691,56
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,10.514285723368326,66
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,5.963903290834881,69
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,85.97143020629883,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,225.21816896549686,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,18.468855632227907,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,501.8102596610082,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,245.89054090024592,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,730.8421576970524,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,234.87890758367274,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,397.9918167634192,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,328.5566983817233,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,249.28345246402247,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,109.54704696813397,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,672.8321177933847,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,582.993754053461,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,177.86197931335494,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,130.85026270211102,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,353.46822534532464,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,123.44199244672396,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,389.2885053428515,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,1032.0018503829094,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,308.3742369687899,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,160.84599415650726,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,366.7162884470486,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,31.776366902013255,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,142.49177321794735,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,139.56606506429696,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,117.21065999371113,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,472.597836432213,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,189.29105252726976,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,944.1250922282628,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,267.02662050099036,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,31.80215290644984,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,281.61160569981655,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,155.63302463403096,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,994.6103795719876,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,89.59386635873533,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,243.88779205564202,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,61.269450021179324,46
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,349.1780709410782,47
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,1052.7429497076735,48
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,157.35306589066312,49
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,23.846961549197097,50
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,264.6147578669347,51
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,198.27466098372108,53
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,108.92329967562802,54
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,300.75251356546306,55
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.85,86.16235693243026,56
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,12.714285850524902,66
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,6.073177788955682,69
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,87.13809611002604,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,256.1720930623258,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,27.69968206474998,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,516.5267451108115,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,279.28321031771753,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,810.1409032453276,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,252.99588082449813,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,398.48223006309564,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,392.53841845303634,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,269.57123208260776,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,119.8665075979492,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,673.2131711932984,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,596.1555322380992,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,192.32916714104334,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,137.0493047027562,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,379.86221429944027,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,151.8652401443738,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,403.31860352916357,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,1060.0752168938948,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,317.23818883799913,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,186.81378986152518,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,406.84558584365925,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,34.877130792617756,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,165.38628875320245,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,164.35763791624527,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,155.9120216487344,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,472.6734966781829,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,214.24221609594804,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,966.122151493913,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,291.3260813936804,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,35.135621255201656,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,282.04537181423,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,190.53918588620573,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,1022.3228637710138,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,115.86125586548268,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,263.80758660991694,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,68.40487750231915,46
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,386.60374409025906,47
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,1181.72856639365,48
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,182.5131034218448,49
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,26.45479911302832,50
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,327.41549231747655,51
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,225.85046171163032,53
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,121.51267438423685,54
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,327.6875361217262,55
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.9,88.70303507594359,56
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,15.22857167170598,66
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,8.049908575495802,69
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,88.86904459150949,72
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,292.20035277042206,01
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,35.91799518333734,02
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,534.8967754783564,04
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,321.80910333358014,05
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,1182.8690279812442,06
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,271.04111966085077,08
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,398.6466196752137,09
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,522.5724663471506,12
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,301.43443914290594,13
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,138.20062305987946,16
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,741.0495786101646,17
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,660.4906031136447,18
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,230.604630832385,19
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,153.08972147229764,20
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,462.1371544059803,21
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,192.89428853369265,22
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,432.1958231502803,25
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,1167.8397044569024,26
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,352.72407506090383,27
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,215.20504317866545,28
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,462.0118614606822,29
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,46.37292193164185,30
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,193.1957109318685,31
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,226.41571498284318,32
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,160.97783817275868,33
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,514.1191489237158,34
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,277.329871761841,35
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,1091.241682902283,36
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,331.37714303279495,37
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,40.323112774163974,38
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,307.7291677051789,40
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,245.7080468563087,41
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,1152.633209622546,42
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,119.07561898450614,44
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,345.48489647726046,45
2 wk ahead inc death,2022-01-09,2022-01-22,quantile,0.95,78.77966573583467,46
