,date,location,location_name,hosps
19052,2021-04-25,21,Kentucky,112
19053,2021-07-10,44,Rhode Island,0
19054,2021-05-13,25,Massachusetts,52
19055,2021-07-26,48,Texas,984
19056,2021-06-29,34,New Jersey,30
19057,2021-08-22,10,Delaware,19
19058,2021-07-14,17,Illinois,65
19059,2021-10-18,18,Indiana,156
19060,2021-07-19,33,New Hampshire,6
19061,2021-10-10,38,North Dakota,27
19062,2021-06-02,25,Massachusetts,18
19063,2021-10-30,06,California,404
19064,2021-08-04,50,Vermont,1
19065,2021-05-17,51,Virginia,60
19066,2021-04-30,42,Pennsylvania,243
19067,2021-09-16,11,District of Columbia,20
19068,2021-10-12,40,Oklahoma,143
19069,2021-08-08,11,District of Columbia,11
19070,2021-11-04,78,Virgin Islands,0
19071,2021-07-05,72,Puerto Rico,1
19072,2021-07-11,47,Tennessee,41
19073,2021-09-14,48,Texas,1323
19074,2021-10-03,06,California,358
19075,2021-10-15,25,Massachusetts,66
19076,2021-04-28,28,Mississippi,29
19077,2021-04-26,32,Nevada,42
19078,2021-10-16,54,West Virginia,49
19079,2021-09-25,48,Texas,905
19080,2021-09-24,05,Arkansas,108
19081,2021-06-12,45,South Carolina,16
19082,2021-08-13,10,Delaware,17
19083,2021-09-11,51,Virginia,210
19084,2021-08-22,18,Indiana,257
19085,2021-08-16,51,Virginia,133
19086,2021-09-05,17,Illinois,244
19087,2021-05-09,05,Arkansas,18
19088,2021-10-23,23,Maine,23
19089,2021-08-24,30,Montana,40
19090,2021-07-20,26,Michigan,47
19091,2021-08-15,11,District of Columbia,17
19092,2021-05-05,27,Minnesota,74
19093,2021-04-18,23,Maine,9
19094,2021-09-24,40,Oklahoma,203
19095,2021-04-21,32,Nevada,50
19096,2021-08-30,09,Connecticut,47
19097,2021-11-04,13,Georgia,138
19098,2021-09-24,34,New Jersey,122
19099,2021-05-20,12,Florida,352
19100,2021-09-11,05,Arkansas,109
19101,2021-09-28,24,Maryland,93
19102,2021-08-09,53,Washington,113
19103,2021-07-25,27,Minnesota,23
19104,2021-09-28,46,South Dakota,29
19105,2021-10-10,16,Idaho,78
19106,2021-06-12,08,Colorado,42
19107,2021-09-30,55,Wisconsin,206
19108,2021-08-03,47,Tennessee,231
19109,2021-06-07,44,Rhode Island,2
19110,2021-04-30,53,Washington,68
19111,2021-06-10,22,Louisiana,49
19112,2021-07-07,09,Connecticut,7
19113,2021-04-10,27,Minnesota,85
19114,2021-06-18,42,Pennsylvania,33
19115,2021-07-19,10,Delaware,2
19116,2021-10-07,33,New Hampshire,19
19117,2021-07-13,28,Mississippi,50
19118,2021-09-16,45,South Carolina,278
19119,2021-06-04,18,Indiana,58
19120,2021-06-15,01,Alabama,29
19121,2021-04-10,06,California,257
19122,2021-09-29,41,Oregon,92
19123,2021-07-31,10,Delaware,4
19124,2021-08-19,21,Kentucky,450
19125,2021-04-07,28,Mississippi,13
19126,2021-07-30,29,Missouri,299
19127,2021-05-28,25,Massachusetts,33
19128,2021-06-08,40,Oklahoma,23
19129,2021-05-10,55,Wisconsin,87
19130,2021-06-20,24,Maryland,12
19131,2021-04-11,54,West Virginia,20
19132,2021-08-23,31,Nebraska,40
19133,2021-10-04,60,American Samoa,0
19134,2021-09-04,17,Illinois,281
19135,2021-09-30,17,Illinois,213
19136,2021-04-24,09,Connecticut,66
19137,2021-09-25,19,Iowa,79
19138,2021-07-07,24,Maryland,16
19139,2021-08-25,08,Colorado,127
19140,2021-08-21,33,New Hampshire,26
19141,2021-10-28,13,Georgia,169
19142,2021-08-07,22,Louisiana,443
19143,2021-08-28,39,Ohio,333
19144,2021-10-08,13,Georgia,325
19145,2021-07-04,31,Nebraska,5
19146,2021-10-17,46,South Dakota,26
19147,2021-04-22,28,Mississippi,17
19148,2021-04-28,32,Nevada,56
19149,2021-10-31,44,Rhode Island,6
19150,2021-08-30,15,Hawaii,50
19151,2021-08-24,47,Tennessee,372
19152,2021-05-12,29,Missouri,50
19153,2021-04-25,09,Connecticut,74
19154,2021-10-05,22,Louisiana,71
19155,2021-07-18,12,Florida,911
19156,2021-07-05,23,Maine,4
19157,2021-04-23,23,Maine,15
19158,2021-09-04,53,Washington,191
19159,2021-09-09,56,Wyoming,25
19160,2021-06-11,24,Maryland,31
19161,2021-04-29,35,New Mexico,18
19162,2021-06-07,02,Alaska,1
19163,2021-05-31,31,Nebraska,6
19164,2021-05-08,55,Wisconsin,77
19165,2021-09-22,02,Alaska,34
19166,2021-05-22,17,Illinois,149
19167,2021-09-14,34,New Jersey,147
19168,2021-10-14,19,Iowa,91
19169,2021-06-16,40,Oklahoma,18
19170,2021-10-21,02,Alaska,26
19171,2021-04-10,78,Virgin Islands,0
19172,2021-05-06,27,Minnesota,66
19173,2021-07-30,18,Indiana,111
19174,2021-07-12,29,Missouri,176
19175,2021-08-21,48,Texas,1719
19176,2021-04-08,25,Massachusetts,102
19177,2021-10-20,10,Delaware,17
19178,2021-09-13,26,Michigan,180
19179,2021-05-13,51,Virginia,65
19180,2021-08-19,49,Utah,58
19181,2021-06-03,19,Iowa,15
19182,2021-04-19,25,Massachusetts,81
19183,2021-09-03,42,Pennsylvania,239
19184,2021-08-30,47,Tennessee,458
19185,2021-10-31,30,Montana,60
19186,2021-10-26,54,West Virginia,61
19187,2021-08-24,01,Alabama,379
19188,2021-10-18,26,Michigan,284
19189,2021-11-02,55,Wisconsin,172
19190,2021-04-11,31,Nebraska,11
19191,2021-06-16,27,Minnesota,10
19192,2021-06-27,51,Virginia,25
19193,2021-07-29,35,New Mexico,22
19194,2021-07-12,30,Montana,21
19195,2021-04-26,78,Virgin Islands,0
19196,2021-04-24,53,Washington,65
19197,2021-06-04,13,Georgia,100
19198,2021-09-22,55,Wisconsin,241
19199,2021-06-13,05,Arkansas,30
19200,2021-09-04,19,Iowa,63
19201,2021-05-31,26,Michigan,76
19202,2021-04-30,09,Connecticut,74
19203,2021-10-02,30,Montana,98
19204,2021-05-08,37,North Carolina,91
19205,2021-10-21,51,Virginia,129
19206,2021-10-03,23,Maine,15
19207,2021-09-01,36,New York,363
19208,2021-07-01,16,Idaho,3
19209,2021-08-08,29,Missouri,246
19210,2021-06-26,40,Oklahoma,38
19211,2021-10-13,40,Oklahoma,165
19212,2021-08-27,51,Virginia,189
19213,2021-05-26,36,New York,156
19214,2021-05-09,36,New York,194
19215,2021-04-18,50,Vermont,8
19216,2021-04-19,35,New Mexico,19
19217,2021-08-27,16,Idaho,74
19218,2021-09-16,55,Wisconsin,211
19219,2021-07-24,34,New Jersey,59
19220,2021-07-23,02,Alaska,15
19221,2021-09-19,24,Maryland,83
19222,2021-07-11,08,Colorado,37
19223,2021-10-28,53,Washington,77
19224,2021-06-10,39,Ohio,87
19225,2021-10-03,34,New Jersey,116
19226,2021-09-21,35,New Mexico,41
19227,2021-07-08,45,South Carolina,32
19228,2021-09-22,17,Illinois,237
19229,2021-09-21,16,Idaho,97
19230,2021-08-25,48,Texas,1680
19231,2021-04-15,23,Maine,6
19232,2021-06-09,26,Michigan,67
19233,2021-05-20,10,Delaware,8
19234,2021-05-25,44,Rhode Island,3
19235,2021-10-17,24,Maryland,57
19236,2021-10-19,11,District of Columbia,7
19237,2021-09-30,05,Arkansas,83
19238,2021-10-28,02,Alaska,22
19239,2021-06-05,51,Virginia,23
19240,2021-09-20,42,Pennsylvania,336
19241,2021-08-01,09,Connecticut,34
19242,2021-07-15,23,Maine,4
19243,2021-09-03,13,Georgia,750
19244,2021-08-24,40,Oklahoma,342
19245,2021-05-01,09,Connecticut,48
19246,2021-04-19,46,South Dakota,11
19247,2021-07-16,37,North Carolina,80
19248,2021-07-02,33,New Hampshire,3
19249,2021-11-02,39,Ohio,333
19250,2021-09-20,27,Minnesota,100
19251,2021-07-09,33,New Hampshire,3
19252,2021-07-17,08,Colorado,33
19253,2021-07-22,53,Washington,59
19254,2021-10-20,44,Rhode Island,9
19255,2021-07-07,34,New Jersey,40
19256,2021-04-27,35,New Mexico,24
19257,2021-05-09,28,Mississippi,24
19258,2021-11-06,21,Kentucky,96
19259,2021-08-25,60,American Samoa,0
19260,2021-05-05,01,Alabama,64
19261,2021-07-01,04,Arizona,78
19262,2021-06-29,42,Pennsylvania,40
19263,2021-06-27,22,Louisiana,41
19264,2021-05-28,05,Arkansas,35
19265,2021-04-26,27,Minnesota,100
19266,2021-10-15,10,Delaware,32
19267,2021-05-05,48,Texas,326
19268,2021-05-14,28,Mississippi,24
19269,2021-07-04,11,District of Columbia,1
19270,2021-07-17,50,Vermont,1
19271,2021-06-02,40,Oklahoma,33
19272,2021-09-24,30,Montana,95
19273,2021-08-11,16,Idaho,45
19274,2021-07-22,06,California,448
19275,2021-04-08,29,Missouri,50
19276,2021-05-29,50,Vermont,1
19277,2021-05-04,53,Washington,72
19278,2021-07-12,06,California,269
19279,2021-06-01,47,Tennessee,44
19280,2021-10-23,42,Pennsylvania,274
19281,2021-05-24,34,New Jersey,67
19282,2021-09-01,25,Massachusetts,93
19283,2021-04-07,78,Virgin Islands,2
19284,2021-10-08,78,Virgin Islands,0
19285,2021-10-27,35,New Mexico,64
19286,2021-04-14,15,Hawaii,4
19287,2021-08-05,45,South Carolina,168
19288,2021-07-07,46,South Dakota,3
19289,2021-04-07,42,Pennsylvania,372
19290,2021-08-10,09,Connecticut,41
19291,2021-06-29,09,Connecticut,9
19292,2021-06-23,25,Massachusetts,13
19293,2021-10-25,39,Ohio,346
19294,2021-08-08,53,Washington,122
19295,2021-05-26,08,Colorado,73
19296,2021-10-03,02,Alaska,19
19297,2021-05-20,27,Minnesota,51
19298,2021-06-21,29,Missouri,91
19299,2021-07-17,24,Maryland,16
19300,2021-05-16,28,Mississippi,22
19301,2021-04-16,34,New Jersey,271
19302,2021-10-13,20,Kansas,55
19303,2021-07-07,04,Arizona,64
19304,2021-05-18,50,Vermont,4
19305,2021-10-01,31,Nebraska,33
19306,2021-07-25,19,Iowa,17
19307,2021-04-18,30,Montana,6
19308,2021-10-01,27,Minnesota,110
19309,2021-08-05,08,Colorado,82
19310,2021-08-03,42,Pennsylvania,72
19311,2021-07-10,12,Florida,488
19312,2021-11-05,54,West Virginia,50
19313,2021-06-08,20,Kansas,17
19314,2021-06-11,01,Alabama,37
19315,2021-10-08,01,Alabama,96
19316,2021-09-25,31,Nebraska,46
19317,2021-04-28,42,Pennsylvania,271
19318,2021-06-18,22,Louisiana,38
19319,2021-10-08,08,Colorado,165
19320,2021-08-07,27,Minnesota,43
19321,2021-06-06,32,Nevada,39
19322,2021-10-17,78,Virgin Islands,0
19323,2021-09-08,04,Arizona,235
19324,2021-05-14,54,West Virginia,19
19325,2021-05-21,21,Kentucky,99
19326,2021-10-06,31,Nebraska,41
19327,2021-10-28,19,Iowa,79
19328,2021-08-21,37,North Carolina,349
19329,2021-10-31,49,Utah,66
19330,2021-07-02,25,Massachusetts,8
19331,2021-04-23,10,Delaware,18
19332,2021-09-25,02,Alaska,15
19333,2021-09-23,06,California,551
19334,2021-04-14,35,New Mexico,22
19335,2021-10-03,40,Oklahoma,184
19336,2021-08-30,28,Mississippi,159
19337,2021-10-15,31,Nebraska,45
19338,2021-04-11,44,Rhode Island,5
19339,2021-04-17,37,North Carolina,137
19340,2021-09-29,46,South Dakota,33
19341,2021-05-17,17,Illinois,169
19342,2021-04-20,02,Alaska,7
19343,2021-08-23,13,Georgia,841
19344,2021-09-02,45,South Carolina,284
19345,2021-07-15,46,South Dakota,7
19346,2021-08-07,55,Wisconsin,96
19347,2021-06-17,21,Kentucky,92
19348,2021-05-15,12,Florida,312
19349,2021-07-28,47,Tennessee,153
19350,2021-07-16,13,Georgia,166
19351,2021-10-05,72,Puerto Rico,5
19352,2021-09-08,20,Kansas,101
19353,2021-04-10,40,Oklahoma,42
19354,2021-05-25,56,Wyoming,8
19355,2021-10-30,78,Virgin Islands,0
19356,2021-10-19,26,Michigan,245
19357,2021-06-10,55,Wisconsin,37
19358,2021-11-03,28,Mississippi,18
19359,2021-07-19,13,Georgia,195
19360,2021-07-17,38,North Dakota,3
19361,2021-08-30,30,Montana,62
19362,2021-07-06,13,Georgia,118
19363,2021-04-08,17,Illinois,275
19364,2021-06-28,72,Puerto Rico,3
19365,2021-07-02,05,Arkansas,70
19366,2021-06-02,42,Pennsylvania,102
19367,2021-04-07,08,Colorado,90
19368,2021-10-15,44,Rhode Island,5
19369,2021-08-24,15,Hawaii,56
19370,2021-05-21,08,Colorado,76
19371,2021-06-12,72,Puerto Rico,1
19372,2021-07-16,20,Kansas,60
19373,2021-08-11,49,Utah,65
19374,2021-10-27,01,Alabama,74
19375,2021-04-07,04,Arizona,71
19376,2021-08-23,06,California,971
19377,2021-06-12,41,Oregon,21
19378,2021-10-16,45,South Carolina,88
19379,2021-09-24,06,California,524
19380,2021-09-21,49,Utah,84
19381,2021-10-26,08,Colorado,201
19382,2021-09-12,27,Minnesota,95
19383,2021-04-18,34,New Jersey,226
19384,2021-10-23,27,Minnesota,99
19385,2021-08-17,28,Mississippi,201
19386,2021-07-07,56,Wyoming,8
19387,2021-06-20,56,Wyoming,4
19388,2021-04-27,19,Iowa,37
19389,2021-09-10,15,Hawaii,38
19390,2021-06-11,04,Arizona,53
19391,2021-05-24,37,North Carolina,89
19392,2021-06-01,22,Louisiana,44
19393,2021-10-02,54,West Virginia,82
19394,2021-10-19,55,Wisconsin,178
19395,2021-09-26,16,Idaho,77
19396,2021-04-30,23,Maine,17
19397,2021-05-07,36,New York,215
19398,2021-06-07,18,Indiana,38
19399,2021-09-28,38,North Dakota,44
19400,2021-06-11,42,Pennsylvania,59
19401,2021-07-14,29,Missouri,143
19402,2021-09-13,45,South Carolina,315
19403,2021-06-11,32,Nevada,26
19404,2021-08-03,50,Vermont,5
19405,2021-10-11,25,Massachusetts,73
19406,2021-11-04,29,Missouri,100
19407,2021-09-28,18,Indiana,234
19408,2021-08-01,30,Montana,29
19409,2021-04-29,21,Kentucky,132
19410,2021-06-27,31,Nebraska,5
19411,2021-06-30,53,Washington,50
19412,2021-04-09,18,Indiana,119
19413,2021-09-06,44,Rhode Island,6
19414,2021-06-09,40,Oklahoma,26
19415,2021-08-02,26,Michigan,96
19416,2021-08-20,36,New York,264
19417,2021-06-22,72,Puerto Rico,4
19418,2021-06-30,27,Minnesota,18
19419,2021-06-19,72,Puerto Rico,1
19420,2021-08-15,47,Tennessee,288
19421,2021-06-01,05,Arkansas,35
19422,2021-06-25,06,California,153
19423,2021-04-28,02,Alaska,6
19424,2021-06-21,41,Oregon,16
19425,2021-04-25,42,Pennsylvania,267
19426,2021-07-21,42,Pennsylvania,74
19427,2021-08-18,45,South Carolina,272
19428,2021-10-25,56,Wyoming,35
19429,2021-10-24,49,Utah,75
19430,2021-08-23,46,South Dakota,34
19431,2021-10-02,12,Florida,430
19432,2021-11-02,22,Louisiana,37
19433,2021-04-17,18,Indiana,104
19434,2021-11-01,27,Minnesota,132
19435,2021-07-01,30,Montana,7
19436,2021-05-19,46,South Dakota,4
19437,2021-09-26,36,New York,233
19438,2021-09-19,78,Virgin Islands,0
19439,2021-05-15,44,Rhode Island,1
19440,2021-07-14,12,Florida,712
19441,2021-05-15,22,Louisiana,42
19442,2021-04-13,17,Illinois,282
19443,2021-07-08,29,Missouri,143
19444,2021-04-12,28,Mississippi,25
19445,2021-10-17,08,Colorado,173
19446,2021-08-27,45,South Carolina,295
19447,2021-06-21,08,Colorado,56
19448,2021-06-28,11,District of Columbia,1
19449,2021-05-17,29,Missouri,45
19450,2021-08-18,16,Idaho,34
19451,2021-09-15,21,Kentucky,446
19452,2021-08-26,36,New York,318
19453,2021-10-09,37,North Carolina,187
19454,2021-07-15,09,Connecticut,11
19455,2021-07-23,24,Maryland,30
19456,2021-05-04,10,Delaware,14
19457,2021-05-26,78,Virgin Islands,0
19458,2021-08-28,02,Alaska,14
19459,2021-04-15,06,California,250
19460,2021-09-18,18,Indiana,213
19461,2021-07-04,19,Iowa,8
19462,2021-08-14,08,Colorado,116
19463,2021-05-11,49,Utah,25
19464,2021-08-28,55,Wisconsin,167
19465,2021-09-21,38,North Dakota,34
19466,2021-09-07,11,District of Columbia,23
19467,2021-09-23,26,Michigan,200
19468,2021-06-08,23,Maine,3
19469,2021-04-23,47,Tennessee,97
19470,2021-07-01,45,South Carolina,19
19471,2021-06-16,06,California,143
19472,2021-08-04,31,Nebraska,27
19473,2021-07-24,23,Maine,11
19474,2021-06-10,04,Arizona,50
19475,2021-09-23,40,Oklahoma,231
19476,2021-05-10,09,Connecticut,39
19477,2021-09-13,12,Florida,1117
19478,2021-07-20,11,District of Columbia,5
19479,2021-04-20,18,Indiana,109
19480,2021-09-29,37,North Carolina,270
19481,2021-09-01,60,American Samoa,0
19482,2021-07-09,49,Utah,25
19483,2021-10-10,60,American Samoa,0
19484,2021-08-05,16,Idaho,34
19485,2021-05-27,19,Iowa,22
19486,2021-04-20,23,Maine,15
19487,2021-09-16,72,Puerto Rico,16
19488,2021-10-04,47,Tennessee,200
19489,2021-09-04,35,New Mexico,66
19490,2021-05-15,55,Wisconsin,73
19491,2021-07-13,16,Idaho,17
19492,2021-09-02,20,Kansas,111
19493,2021-08-01,47,Tennessee,197
19494,2021-05-13,21,Kentucky,116
19495,2021-04-09,40,Oklahoma,43
19496,2021-04-28,47,Tennessee,98
19497,2021-06-02,27,Minnesota,31
19498,2021-10-07,18,Indiana,186
19499,2021-04-06,12,Florida,518
19500,2021-06-26,28,Mississippi,33
19501,2021-07-06,46,South Dakota,5
19502,2021-04-18,20,Kansas,19
19503,2021-04-22,18,Indiana,100
19504,2021-05-05,42,Pennsylvania,244
19505,2021-09-06,10,Delaware,21
19506,2021-07-14,51,Virginia,42
19507,2021-07-02,29,Missouri,131
19508,2021-09-05,51,Virginia,207
19509,2021-04-12,10,Delaware,20
19510,2021-10-19,72,Puerto Rico,6
19511,2021-09-20,09,Connecticut,23
19512,2021-09-08,50,Vermont,5
19513,2021-09-11,32,Nevada,96
19514,2021-04-16,46,South Dakota,15
19515,2021-05-16,48,Texas,243
19516,2021-08-17,44,Rhode Island,11
19517,2021-05-07,19,Iowa,21
19518,2021-09-09,42,Pennsylvania,306
19519,2021-06-22,04,Arizona,63
19520,2021-05-25,10,Delaware,7
19521,2021-05-08,02,Alaska,4
19522,2021-05-20,56,Wyoming,13
19523,2021-04-27,48,Texas,371
19524,2021-09-12,01,Alabama,237
19525,2021-09-19,18,Indiana,216
19526,2021-07-09,44,Rhode Island,0
19527,2021-05-21,33,New Hampshire,10
19528,2021-07-31,49,Utah,48
19529,2021-10-11,17,Illinois,181
19530,2021-05-28,42,Pennsylvania,119
19531,2021-09-03,23,Maine,18
19532,2021-05-05,31,Nebraska,14
19533,2021-10-11,39,Ohio,436
19534,2021-04-07,09,Connecticut,106
19535,2021-10-31,05,Arkansas,32
19536,2021-06-30,08,Colorado,47
19537,2021-06-01,34,New Jersey,55
19538,2021-09-13,50,Vermont,11
19539,2021-10-08,24,Maryland,76
19540,2021-10-01,19,Iowa,101
19541,2021-08-25,36,New York,334
19542,2021-07-02,11,District of Columbia,7
19543,2021-09-26,54,West Virginia,76
19544,2021-06-07,06,California,170
19545,2021-08-09,35,New Mexico,37
19546,2021-04-19,02,Alaska,8
19547,2021-07-20,47,Tennessee,89
19548,2021-07-02,12,Florida,311
19549,2021-08-26,45,South Carolina,302
19550,2021-09-10,41,Oregon,139
19551,2021-05-02,72,Puerto Rico,22
19552,2021-04-20,78,Virgin Islands,0
19553,2021-05-04,05,Arkansas,38
19554,2021-04-28,38,North Dakota,9
19555,2021-10-23,60,American Samoa,0
19556,2021-05-03,31,Nebraska,12
19557,2021-05-28,54,West Virginia,24
19558,2021-10-17,13,Georgia,153
19559,2021-07-24,05,Arkansas,131
19560,2021-06-15,40,Oklahoma,28
19561,2021-09-18,46,South Dakota,19
19562,2021-07-09,27,Minnesota,23
19563,2021-10-09,53,Washington,89
19564,2021-09-18,78,Virgin Islands,0
19565,2021-09-30,32,Nevada,88
19566,2021-04-22,13,Georgia,212
19567,2021-08-26,72,Puerto Rico,37
19568,2021-05-08,16,Idaho,12
19569,2021-08-02,37,North Carolina,217
19570,2021-06-04,46,South Dakota,4
19571,2021-08-06,30,Montana,21
19572,2021-06-22,53,Washington,35
19573,2021-07-03,44,Rhode Island,0
19574,2021-04-12,44,Rhode Island,14
19575,2021-11-06,26,Michigan,303
19576,2021-10-05,21,Kentucky,223
19577,2021-05-15,06,California,169
19578,2021-06-24,44,Rhode Island,2
19579,2021-04-17,24,Maryland,156
19580,2021-04-28,13,Georgia,203
19581,2021-06-01,18,Indiana,76
19582,2021-09-10,78,Virgin Islands,1
19583,2021-07-11,30,Montana,15
19584,2021-04-27,37,North Carolina,138
19585,2021-06-25,42,Pennsylvania,48
19586,2021-06-05,54,West Virginia,16
19587,2021-08-11,46,South Dakota,11
19588,2021-07-02,45,South Carolina,18
19589,2021-05-13,33,New Hampshire,7
19590,2021-08-13,44,Rhode Island,17
19591,2021-07-18,45,South Carolina,48
19592,2021-10-21,30,Montana,94
19593,2021-09-11,08,Colorado,127
19594,2021-10-15,36,New York,287
19595,2021-05-03,50,Vermont,4
19596,2021-10-29,36,New York,228
19597,2021-05-21,48,Texas,281
19598,2021-11-04,31,Nebraska,51
19599,2021-09-28,13,Georgia,411
19600,2021-06-06,05,Arkansas,20
19601,2021-08-01,28,Mississippi,139
19602,2021-09-25,34,New Jersey,113
19603,2021-11-02,50,Vermont,9
19604,2021-10-08,46,South Dakota,28
19605,2021-07-24,51,Virginia,47
19606,2021-06-22,16,Idaho,12
19607,2021-05-18,21,Kentucky,97
19608,2021-07-09,10,Delaware,4
19609,2021-09-28,28,Mississippi,55
19610,2021-07-29,78,Virgin Islands,0
19611,2021-09-15,51,Virginia,232
19612,2021-10-16,28,Mississippi,21
19613,2021-10-30,22,Louisiana,26
19614,2021-04-09,28,Mississippi,21
19615,2021-10-14,48,Texas,535
19616,2021-06-12,01,Alabama,28
19617,2021-10-21,34,New Jersey,113
19618,2021-08-18,38,North Dakota,19
19619,2021-07-31,16,Idaho,24
19620,2021-10-29,28,Mississippi,26
19621,2021-10-25,29,Missouri,86
19622,2021-09-02,08,Colorado,135
19623,2021-10-28,46,South Dakota,42
19624,2021-08-20,27,Minnesota,65
19625,2021-09-23,23,Maine,18
19626,2021-06-25,26,Michigan,32
19627,2021-04-16,20,Kansas,22
19628,2021-10-01,48,Texas,837
19629,2021-05-23,36,New York,143
19630,2021-06-14,42,Pennsylvania,60
19631,2021-04-16,09,Connecticut,111
19632,2021-05-11,37,North Carolina,103
19633,2021-06-19,42,Pennsylvania,30
19634,2021-07-23,18,Indiana,86
19635,2021-10-04,38,North Dakota,30
19636,2021-08-13,54,West Virginia,53
19637,2021-09-04,21,Kentucky,550
19638,2021-09-14,12,Florida,1107
19639,2021-10-09,42,Pennsylvania,308
19640,2021-08-01,42,Pennsylvania,99
19641,2021-05-30,28,Mississippi,31
19642,2021-04-27,11,District of Columbia,12
19643,2021-10-26,41,Oregon,57
19644,2021-10-06,39,Ohio,465
19645,2021-05-23,25,Massachusetts,41
19646,2021-08-12,11,District of Columbia,14
19647,2021-05-01,55,Wisconsin,88
19648,2021-04-18,45,South Carolina,66
19649,2021-05-14,17,Illinois,144
19650,2021-08-16,06,California,1034
19651,2021-07-17,41,Oregon,22
19652,2021-07-26,19,Iowa,33
19653,2021-08-06,72,Puerto Rico,44
19654,2021-11-01,20,Kansas,49
19655,2021-10-25,51,Virginia,113
19656,2021-05-02,21,Kentucky,125
19657,2021-06-09,41,Oregon,29
19658,2021-07-06,28,Mississippi,36
19659,2021-06-22,26,Michigan,26
19660,2021-05-22,30,Montana,17
19661,2021-07-30,47,Tennessee,181
19662,2021-07-29,28,Mississippi,120
19663,2021-07-17,27,Minnesota,15
19664,2021-06-25,50,Vermont,1
19665,2021-05-19,34,New Jersey,78
19666,2021-04-24,21,Kentucky,112
19667,2021-10-13,30,Montana,96
19668,2021-05-07,05,Arkansas,40
19669,2021-11-02,04,Arizona,227
19670,2021-04-20,40,Oklahoma,49
19671,2021-10-26,24,Maryland,66
19672,2021-07-25,48,Texas,777
19673,2021-05-15,34,New Jersey,70
19674,2021-05-06,10,Delaware,13
19675,2021-08-10,28,Mississippi,193
19676,2021-10-11,55,Wisconsin,214
19677,2021-05-19,17,Illinois,137
19678,2021-08-15,33,New Hampshire,15
19679,2021-07-08,12,Florida,514
19680,2021-07-04,53,Washington,30
19681,2021-08-13,31,Nebraska,27
19682,2021-05-17,45,South Carolina,39
19683,2021-07-13,10,Delaware,4
19684,2021-05-22,45,South Carolina,23
19685,2021-10-18,35,New Mexico,63
19686,2021-10-21,17,Illinois,131
19687,2021-04-13,54,West Virginia,43
19688,2021-09-05,54,West Virginia,79
19689,2021-08-15,26,Michigan,107
19690,2021-07-14,45,South Carolina,30
19691,2021-10-15,60,American Samoa,0
19692,2021-10-10,49,Utah,68
19693,2021-08-14,26,Michigan,108
19694,2021-07-12,40,Oklahoma,83
19695,2021-06-13,21,Kentucky,100
19696,2021-05-04,36,New York,293
19697,2021-07-27,41,Oregon,47
19698,2021-08-22,25,Massachusetts,69
19699,2021-06-14,55,Wisconsin,29
19700,2021-08-27,34,New Jersey,139
19701,2021-06-04,78,Virgin Islands,0
19702,2021-10-09,60,American Samoa,0
19703,2021-11-06,37,North Carolina,105
19704,2021-09-27,56,Wyoming,32
19705,2021-10-06,50,Vermont,6
19706,2021-09-11,13,Georgia,554
19707,2021-08-14,32,Nevada,126
19708,2021-07-08,54,West Virginia,9
19709,2021-07-18,30,Montana,12
19710,2021-07-28,17,Illinois,148
19711,2021-10-17,18,Indiana,138
19712,2021-10-04,27,Minnesota,129
19713,2021-08-03,37,North Carolina,220
19714,2021-10-11,72,Puerto Rico,1
19715,2021-06-29,27,Minnesota,16
19716,2021-09-02,41,Oregon,139
19717,2021-07-21,35,New Mexico,23
19718,2021-05-04,21,Kentucky,119
19719,2021-04-18,15,Hawaii,5
19720,2021-08-20,46,South Dakota,19
19721,2021-05-18,13,Georgia,178
19722,2021-10-06,17,Illinois,201
19723,2021-04-28,50,Vermont,4
19724,2021-05-27,40,Oklahoma,32
19725,2021-08-05,55,Wisconsin,116
19726,2021-08-28,34,New Jersey,114
19727,2021-07-10,30,Montana,15
19728,2021-10-07,08,Colorado,160
19729,2021-06-06,18,Indiana,39
19730,2021-05-10,51,Virginia,65
19731,2021-06-08,44,Rhode Island,1
19732,2021-08-12,21,Kentucky,360
19733,2021-08-17,56,Wyoming,28
19734,2021-09-03,01,Alabama,428
19735,2021-10-30,29,Missouri,50
19736,2021-04-24,42,Pennsylvania,267
19737,2021-07-03,38,North Dakota,2
19738,2021-04-15,40,Oklahoma,40
19739,2021-05-26,18,Indiana,86
19740,2021-10-30,27,Minnesota,92
19741,2021-11-05,25,Massachusetts,65
19742,2021-08-22,06,California,918
19743,2021-10-07,56,Wyoming,35
19744,2021-07-29,04,Arizona,186
19745,2021-05-22,01,Alabama,52
19746,2021-05-18,42,Pennsylvania,177
19747,2021-05-12,36,New York,214
19748,2021-09-09,08,Colorado,131
19749,2021-07-08,36,New York,51
19750,2021-04-12,33,New Hampshire,21
19751,2021-09-04,48,Texas,1514
19752,2021-06-03,12,Florida,264
19753,2021-05-13,23,Maine,18
19754,2021-06-25,47,Tennessee,21
19755,2021-07-10,40,Oklahoma,70
19756,2021-04-25,44,Rhode Island,16
19757,2021-07-26,50,Vermont,0
19758,2021-05-30,16,Idaho,8
19759,2021-09-11,46,South Dakota,26
19760,2021-08-29,40,Oklahoma,279
19761,2021-04-13,47,Tennessee,98
19762,2021-06-10,09,Connecticut,7
19763,2021-08-16,17,Illinois,293
19764,2021-08-10,21,Kentucky,355
19765,2021-10-16,24,Maryland,64
